stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,parent_station,platform_code
B04623P,,Sekolah Cahaya Sakti Otista I,,-6.225391,106.867080,1,,0,2,,
B04624P,,Sekolah Charitas Pondok Labu,,-6.305062,106.798640,1,,0,2,,
B04625P,,Sekolah Cita Buana,,-6.316189,106.814250,1,,0,2,,
B04626P,,Sekolah Daarun Naiim,,-6.158985,106.704840,1,,0,2,,
B04627P,,Sekolah Darul Maarif,,-6.112794,106.925960,1,,0,2,,
B04628P,,Sekolah Darussalam H. Ipin,,-6.311351,106.792710,1,,0,2,,
B04629P,,Sekolah Fadlurrahman,,-6.271179,106.912070,1,,0,2,,
B04630P,,Sekolah Fatimiyah Perdana Kusuma,,-6.249936,106.880030,1,,0,2,,
B04631P,,Sekolah Islam Al Azhar Jagakarsa,,-6.330042,106.826120,1,,0,2,,
B04632P,,Sekolah Islam Gugusan Bintang,,-6.333055,106.881700,1,,0,2,,
B04633P,,Sekolah Islam PB Soedirman,,-6.314293,106.862980,1,,0,2,,
B04635P,,Sekolah Katolik Abdi Siswa,,-6.181618,106.779830,1,,0,2,,
B04636P,,Sekolah Keperawatan YPDR,,-6.311307,106.788430,1,,0,2,,
B04638P,,Sekolah Malahayati,,-6.325873,106.860060,1,,0,2,,
B04639P,,Sekolah Muhammadiyah Gelong Baru 1,,-6.176013,106.796620,1,,0,2,,
B04640P,,Sekolah Muhammadiyah Gelong Baru 2,,-6.176078,106.796720,1,,0,2,,
B04641P,,Sekolah Muhammadiyah Grogol,,-6.163319,106.793270,1,,0,2,,
B04642P,,Sekolah Mutiara Warakas,,-6.116593,106.880310,1,,0,2,,
B04644P,,Sekolah Pami Jaya,,-6.248519,106.925130,1,,0,2,,
B04645P,,Sekolah Pelita II Kb. Jeruk,,-6.164602,106.771990,1,,0,2,,
B04646P,,Sekolah Pelita II Kb. Jeruk 2,,-6.164944,106.771490,1,,0,2,,
B04649P,,Sekolah Pinangsia,,-6.138056,106.816070,1,,0,2,,
B04650P,,Sekolah Purba Adhika 1,,-6.311037,106.785550,1,,0,2,,
B04651P,,Sekolah Purba Adhika 2,,-6.311017,106.785480,1,,0,2,,
B04653P,,Sekolah Remaja Sungai Bambu,,-6.126200,106.884140,1,,0,2,,
B04654P,,Sekolah Saint Caroline,,-6.157258,106.871610,1,,0,2,,
B04655P,,Sekolah Segar Amanah Klender,,-6.223949,106.908630,1,,0,2,,
B04656P,,Sekolah Sinar Dharma,,-6.149156,106.807350,1,,0,2,,
B04658P,,Sekolah Sumbangsih,,-6.290013,106.817700,1,,0,2,,
B04659P,,Sekolah Tj. Priok,,-6.114743,106.910980,1,,0,2,,
B04661P,,Sekolah Tarsisius 2,,-6.199502,106.782400,1,,0,2,,
B04662P,,Sekolah Tunas Cemerlang,,-6.238978,106.904990,1,,0,2,,
B04663P,,Sekolah Yadika Jatiwaringin,,-6.264039,106.911100,1,,0,2,,
B04664P,,Sekolah Yanindo Jakarta,,-6.119479,106.866990,1,,0,2,,
B04665P,,Sekolah Yapenda,,-6.125204,106.890890,1,,0,2,,
B04666P,,Sekolah Yayasan Daarussaadah Ciganjur,,-6.338634,106.805110,1,,0,2,,
B04668P,,Sekolahan Kwitang 6 PSKD,,-6.241543,106.796070,1,,0,2,,
B04669P,,Sekretariat 06 Wijaya Kusuma,,-6.155725,106.777810,1,,0,2,,
B04670P,,Seksi Dinas Pendidikan Makasar,,-6.275540,106.876620,1,,0,2,,
B04671P,,Selapa Polri,,-6.286492,106.771190,1,,0,2,,
B04672P,,Semar,,-6.310566,106.804510,1,,0,2,,
B04673P,,Senayan,,-6.215918,106.794000,1,,0,2,,
B04678P,,Senopati,,-6.230687,106.808090,1,,0,2,,
B04679P,,Sentra Bisnis RE Martadinata,,-6.131424,106.825920,1,,0,2,,
G00064,,Museum Sejarah Jakarta,,-6.133882,106.812140,1,,0,1,H00132P,A-B-C
B04684P,,Seskoal 1,,-6.238155,106.772310,1,,0,2,,
B04685P,,Seskoal 2,,-6.238015,106.772470,1,,0,2,,
B04686P,,Setiabudi Utara 2,,-6.207513,106.829400,1,,0,2,,
B04687P,,Setu 1,,-6.313865,106.911990,1,,0,2,,
B04688P,,Setu 2,,-6.313833,106.911940,1,,0,2,,
B04691P,,Sherwood,,-6.153084,106.907130,1,,0,2,,
B04692P,,Simpang Abdul Majid H. Saidi,,-6.266188,106.806020,1,,0,2,,
B04693P,,Simpang Acordion Musik Raya,,-6.174135,106.909590,1,,0,2,,
B03799P,,Sbr. Jln. Mutiara Benhil,,-6.209626,106.812260,1,,0,2,,
B04695P,,Simpang Ahmad Yani H. Ten,,-6.188381,106.875910,1,,0,2,,
B04696P,,Simpang Ahmad Yani Rawasari,,-6.187925,106.874840,1,,0,2,,
B04697P,,Simpang Akses Pitungan,,-6.107847,106.959860,1,,0,2,,
B04698P,,Simpang Al Baidho,,-6.295933,106.899930,1,,0,2,,
B04699P,,Simpang Al Barkah Dr Saharjo,,-6.220395,106.846530,1,,0,2,,
B04700P,,Simpang Alu Alu Tenggiri,,-6.202252,106.894410,1,,0,2,,
B04701P,,Simpang Anggrek Garuda Rosaliana,,-6.195075,106.794990,1,,0,2,,
B04702P,,Simpang Anggrek Rosaliana Garuda,,-6.195070,106.794940,1,,0,2,,
B04703P,,Simpang Anggrek Rosliana VII,,-6.194473,106.793320,1,,0,2,,
B04704P,,Simpang Anggrek VII Rosliana,,-6.194404,106.793370,1,,0,2,,
B04705P,,Simpang Anyelir,,-6.308233,106.863830,1,,0,2,,
B04706P,,Simpang Arion,,-6.194109,106.891270,1,,0,2,,
B04707P,,Simpang Arion 2,,-6.194644,106.891090,1,,0,2,,
B04708P,,Simpang Arteri Kebayoran Lama,,-6.219148,106.779020,1,,0,2,,
B04709P,,Simpang Asem II Bunga Flamboyan,,-6.272424,106.802980,1,,0,2,,
B04652P,,Sekolah Pusaka,,-6.236888,106.898380,1,,0,2,,
B04643P,,Sekolah Pah Tsung,,-6.136693,106.737850,1,,0,2,,
B04682P,,Sentraland Cengkareng,,-6.139078,106.739378,1,,0,2,,
B04710P,,Simpang Assirat Kampung Baru,,-6.225764,106.772020,1,,0,2,,
B04711P,,Simpang Balai Pustaka Timur Waru,,-6.196611,106.886290,1,,0,2,,
B04712P,,Simpang Bango Margasatwa,,-6.310005,106.803610,1,,0,2,,
B04713P,,Simpang Bango Tridharma Raya,,-6.303002,106.804520,1,,0,2,,
B04714P,,Simpang Bantar Jati Hwarang,,-6.311956,106.918490,1,,0,2,,
B04715P,,Simpang Batu Ampar Condet Raya,,-6.284139,106.855550,1,,0,2,,
B04716P,,Simpang Batu Ampar IV Inerbang,,-6.281480,106.863610,1,,0,2,,
B04717P,,Simpang Batu Pandan 1,,-6.284209,106.856890,1,,0,2,,
B04718P,,Simpang Batu Pandan 2,,-6.284097,106.856790,1,,0,2,,
B04719P,,Simpang Bekasi Timur II,,-6.219554,106.873860,1,,0,2,,
B04720P,,Simpang Belly 1,,-6.332931,106.867560,1,,0,2,,
B04721P,,Simpang Belly 2,,-6.332179,106.867490,1,,0,2,,
B04722P,,Simpang Benda Raya Prepedan,,-6.106666,106.701920,1,,0,2,,
B04723P,,Simpang Betet Camar 1,,-6.115612,106.922860,1,,0,2,,
B04724P,,Simpang Betet Camar 2,,-6.115382,106.923220,1,,0,2,,
B04725P,,Simpang Bina Marga Raya Ceger,,-6.314652,106.892430,1,,0,2,,
B04726P,,Simpang Biru Laut Gading Mas,,-6.166603,106.908960,1,,0,2,,
B01638P,,Jln. Taman Jatibaru Timur,,-6.182778,106.812900,1,,0,2,,
B04729P,,Simpang Blok E,,-6.184488,106.815250,1,,0,2,,
B04730P,,Simpang Bojong Raya Kembangan Utara,,-6.170920,106.733300,1,,0,2,,
B04731P,,Simpang Bojong Raya Rawa Buaya,,-6.159489,106.729750,1,,0,2,,
B04732P,,Simpang Bren Howitzer Raya,,-6.163713,106.870470,1,,0,2,,
B04733P,,Simpang Budaya Batu Ampar 1,,-6.273166,106.860470,1,,0,2,,
B04734P,,Simpang Budaya Batu Ampar 2,,-6.272658,106.860940,1,,0,2,,
B04735P,,Simpang Budi Sakti Raya,,-6.188377,106.783280,1,,0,2,,
B04736P,,Simpang Bukit Duri Selatan,,-6.221135,106.855190,1,,0,2,,
B04737P,,Simpang Bukit Duri Selatan 1,,-6.218901,106.853160,1,,0,2,,
B04738P,,Simpang Bukit Duri Selatan 2,,-6.218776,106.852970,1,,0,2,,
B04739P,,Simpang Bundaran Ikan Harapan Indah 3,,-6.180471,106.981340,1,,0,2,,
B04740P,,Simpang Bundaran Ikan Harapan Indah Raya 1,,-6.181458,106.981340,1,,0,2,,
B04741P,,Simpang Bundaran Ikan Harapan Indah Raya 2,,-6.181454,106.981450,1,,0,2,,
B04742P,,Simpang Bunga Flamboyan Asem II,,-6.272213,106.803090,1,,0,2,,
B04743P,,Simpang Bunga Flamboyan Melati,,-6.269686,106.803520,1,,0,2,,
B04744P,,Simpang Bunga Melati Flamboyan,,-6.269955,106.803290,1,,0,2,,
B04745P,,Simpang Bungur Mahakam,,-6.318730,106.883770,1,,0,2,,
B04746P,,Simpang Buni Tomang Asli,,-6.177988,106.804710,1,,0,2,,
B04747P,,Simpang Camar 1,,-6.113327,106.919750,1,,0,2,,
B04748P,,Simpang Camar 2,,-6.113256,106.919300,1,,0,2,,
B04749P,,Simpang Cemara Labu,,-6.116039,106.915220,1,,0,2,,
B04750P,,Simpang Cemara Waru,,-6.118380,106.915210,1,,0,2,,
B04758P,,Simpang Cempaka IV Raya 2,,-6.177300,106.860470,1,,0,2,,
B04759P,,Simpang Cempaka Putih Ahmad Yani,,-6.176898,106.875560,1,,0,2,,
B04760P,,Simpang Cempaka Putih Barat XXVI,,-6.176241,106.863920,1,,0,2,,
B04761P,,Simpang Cempaka Putih Tengah XIII,,-6.176319,106.870850,1,,0,2,,
B04762P,,Simpang Cendrawasih Hybrida Terusan,,-6.149750,106.923090,1,,0,2,,
B04763P,,Simpang Cibubur I Raya PKP,,-6.340402,106.873720,1,,0,2,,
B04764P,,Simpang Cibubur III/I,,-6.344359,106.874070,1,,0,2,,
B04765P,,Simpang Cilandak KKO Margasatwa,,-6.310312,106.813750,1,,0,2,,
B04766P,,Simpang Cilandak Tengah Raya 1,,-6.291253,106.801880,1,,0,2,,
B04767P,,Simpang Cilandak Tengah Raya 2,,-6.291453,106.801870,1,,0,2,,
B04768P,,Simpang Cilangkap Bina Marga,,-6.331425,106.888080,1,,0,2,,
B04769P,,Simpang Ciledug H. Mukhtar Raya,,-6.236037,106.744100,1,,0,2,,
B04770P,,Simpang Cipete Dalam Raya,,-6.277591,106.800700,1,,0,2,,
B04771P,,Simpang Cipete Raya Dalam,,-6.277545,106.800670,1,,0,2,,
B04772P,,Simpang Cipeucang Cikeujang,,-6.112302,106.899530,1,,0,2,,
B04773P,,Simpang Cipinang Indah I,,-6.232488,106.891240,1,,0,2,,
B04774P,,Simpang Cipinang Indah II,,-6.232796,106.890960,1,,0,2,,
B04775P,,Simpang Cipinang Kebembem,,-6.211837,106.884740,1,,0,2,,
B04776P,,Simpang Cipinang Kebembem 1,,-6.207671,106.885220,1,,0,2,,
B04777P,,Simpang Cipinang Kebembem 2,,-6.207826,106.885140,1,,0,2,,
B04778P,,Simpang Cipinang Lontar Mulya Jaya,,-6.217102,106.890050,1,,0,2,,
B04779P,,Simpang Cipinang Nusa Indah,,-6.233614,106.889850,1,,0,2,,
B04781P,,Simpang Condet Baru 1,,-6.284739,106.858200,1,,0,2,,
B04782P,,Simpang Condet Baru 2,,-6.284556,106.858200,1,,0,2,,
B04783P,,Simpang Daan Mogot Gg. Macan,,-6.163143,106.773130,1,,0,2,,
B04784P,,Simpang Damai Raya H. Jian,,-6.260340,106.805790,1,,0,2,,
B04785P,,Simpang Danau Indah Barat,,-6.153342,106.879620,1,,0,2,,
B04786P,,Simpang Danau Indah Raya,,-6.150410,106.879810,1,,0,2,,
B04787P,,Simpang Danau Permai Raya,,-6.150208,106.879820,1,,0,2,,
B04788P,,Simpang Danau Sunter Barat Utara,,-6.140807,106.857040,1,,0,2,,
B04789P,,Simpang Danau Sunter Utara Barat,,-6.139853,106.856630,1,,0,2,,
B04790P,,Simpang Darmawangsa X,,-6.257555,106.800480,1,,0,2,,
B04791P,,Simpang Darmawangsa XI Prapanca,,-6.256381,106.800510,1,,0,2,,
B04792P,,Simpang DDN Pondok Labu,,-6.312668,106.796870,1,,0,2,,
B04793P,,Simpang Demi Serong Jatibaru,,-6.181147,106.817140,1,,0,2,,
B04794P,,Simpang Deplu Raya,,-6.272310,106.764900,1,,0,2,,
B04796P,,Simpang Dewa Kembar,,-6.110108,106.926170,1,,0,2,,
B04797P,,Simpang Dewi Sartika Condet,,-6.262740,106.864510,1,,0,2,,
B04798P,,Simpang Dharmawangsa VIII,,-6.253614,106.807920,1,,0,2,,
B04799P,,Simpang Dinkes,,-6.170376,106.815430,1,,0,2,,
B04800P,,Simpang Dukuh Kramat Jaya,,-6.112443,106.917100,1,,0,2,,
B04801P,,Simpang Duren Bangka Timur,,-6.259343,106.827770,1,,0,2,,
B04802P,,Simpang Empat Pelita 2,,-6.126386,106.883680,1,,0,2,,
B04803P,,Simpang Fatmawati,,-6.291232,106.795330,1,,0,2,,
B04804P,,Simpang Gading Mas Biru Laut,,-6.166526,106.908930,1,,0,2,,
B04805P,,Simpang Gading Pori Raya,,-6.209232,106.881530,1,,0,2,,
B04806P,,Simpang Gading Raya,,-6.239038,106.905150,1,,0,2,,
B04807P,,Simpang Gaharu MPR Raya,,-6.280080,106.802450,1,,0,2,,
B04808P,,Simpang Gandaria Kyai Maja,,-6.241860,106.790000,1,,0,2,,
B04810P,,Simpang Gg. Macan Daan Mogot,,-6.162659,106.772980,1,,0,2,,
B04812P,,Simpang Garden City 2,,-6.171597,106.962770,1,,0,2,,
B04813P,,Simpang Gelong Baru Tengah Mandala,,-6.174682,106.795250,1,,0,2,,
B04814P,,Simpang Gelong Baru Tengah Utara,,-6.174399,106.794890,1,,0,2,,
B04815P,,Simpang Gongseng Raya H. Hasan,,-6.325016,106.850480,1,,0,2,,
B04816P,,Simpang Gongseng Raya Pondok Baru,,-6.326483,106.859190,1,,0,2,,
B04817P,,Simpang Gorda,,-6.295655,106.897440,1,,0,2,,
B04818P,,Simpang Gotong Royong 2,,-6.125482,106.893310,1,,0,2,,
B04819P,,Simpang Gunung Balong Karang Tengah,,-6.303532,106.781630,1,,0,2,,
B04820P,,Simpang Gunung Sahari III,,-6.167903,106.841740,1,,0,2,,
B04821P,,Simpang Gunung Sahari Martadinata,,-6.130897,106.830940,1,,0,2,,
E00355,,Semanggi Akses A,,-6.221930,106.813770,0,,2,0,H00027C,
B04823P,,Simpang Hadiah 2,,-6.160749,106.785540,1,,0,2,,
B04824P,,Simpang H. Ali Kramat Barat,,-6.291941,106.865850,1,,0,2,,
B04825P,,Simpang H. Ali Raya Tengah,,-6.292558,106.859510,1,,0,2,,
B04827P,,Simpang H. Hasan Rambutan Baru,,-6.328029,106.850270,1,,0,2,,
B04828P,,Simpang H. Jian,,-6.262225,106.805540,1,,0,2,,
B04829P,,Simpang H. Jian Abdul Majid 1,,-6.266078,106.804410,1,,0,2,,
B04830P,,Simpang H. Jian Abdul Majid 2,,-6.265754,106.804350,1,,0,2,,
B04831P,,Simpang H. Jumat Kalisari,,-6.335765,106.853760,1,,0,2,,
B04832P,,Simpang H. Karim 1,,-6.311168,106.906610,1,,0,2,,
B04833P,,Simpang H. Karim 2,,-6.311021,106.906640,1,,0,2,,
B04834P,,Simpang H. Kelik Kelapa Dua,,-6.208516,106.769200,1,,0,2,,
B04835P,,Simpang H. Montong Sadar,,-6.338094,106.813530,1,,0,2,,
B04836P,,Simpang H. Muchtar Kejaksaan Raya,,-6.225407,106.737910,1,,0,2,,
B04837P,,Simpang H. Mukhtar Ciledug Raya,,-6.236405,106.744320,1,,0,2,,
B04838P,,Simpang H. Naim Cilandak Barat,,-6.287490,106.802300,1,,0,2,,
B04839P,,Simpang H. Saidi Abdul Majid,,-6.266266,106.806290,1,,0,2,,
B04840P,,Simpang H. Ten Ahmad Yani,,-6.188537,106.876060,1,,0,2,,
B04843P,,Simpang Herman Susilo 1,,-6.326889,106.810980,1,,0,2,,
B04845P,,Simpang HH Meruya Ilir,,-6.197859,106.764400,1,,0,2,,
B04846P,,Simpang Hwarang Bantar Jati,,-6.311959,106.918430,1,,0,2,,
B04847P,,Simpang Indraloka 1,,-6.157095,106.777820,1,,0,2,,
B04848P,,Simpang Indraloka 2,,-6.157030,106.777860,1,,0,2,,
B04849P,,Simpang Inerbang Batu Ampar IV,,-6.281504,106.863570,1,,0,2,,
B05985P,,Gudang Minimarket 2,,-6.125960,106.814060,1,,0,2,,
B04851P,,Simpang Jln. 26 Utara,,-6.238115,106.922270,1,,0,2,,
B04852P,,Simpang Jln. Akses Tol Bintara,,-6.219246,106.949760,1,,0,2,,
B04853P,,Simpang Jln. BBD Sadar Raya,,-6.339541,106.813310,1,,0,2,,
B04854P,,Simpang Jln. Bongo Raya,,-6.170743,106.910010,1,,0,2,,
B04855P,,Simpang Jln. Bumi Raya,,-6.225145,106.912380,1,,0,2,,
B04856P,,Simpang Jln. H. Baserin 1,,-6.244272,106.763240,1,,0,2,,
B04857P,,Simpang Jln. H. Baserin 2,,-6.244287,106.763280,1,,0,2,,
B04858P,,Simpang Jln. Kaliabang Gatet,,-6.182737,106.991330,1,,0,2,,
B04859P,,Simpang Jln. Kalibaru Timur VI,,-6.169095,106.852090,1,,0,2,,
B07468P,,Jln. Bangka VII,,-6.249515,106.814580,1,,0,2,,
B04861P,,Simpang Jln. Kerja Bakti 7,,-6.273778,106.877350,1,,0,2,,
B04862P,,Simpang Jln. Kiwi Raya Bogor,,-6.337797,106.869210,1,,0,2,,
B04863P,,Simpang Jln. Kramat Jaya 1,,-6.108656,106.917340,1,,0,2,,
B04864P,,Simpang Jln. Kramat Jaya 2,,-6.108692,106.917420,1,,0,2,,
B04865P,,Simpang Jln. Lembah Aren,,-6.232503,106.931030,1,,0,2,,
B04866P,,Simpang Jln. Menteng,,-6.113217,106.917000,1,,0,2,,
B04867P,,Simpang Jln. Mulia Jaya,,-6.217859,106.887700,1,,0,2,,
B04869P,,Simpang Jln. Perdatam 1,,-6.239013,106.763380,1,,0,2,,
B04870P,,Simpang Jln. Perdatam 2,,-6.238833,106.763450,1,,0,2,,
B04871P,,Simpang Jln. Peta Selatan,,-6.145305,106.702750,1,,0,2,,
B04872P,,Simpang Jln. Pisangan Lama,,-6.211274,106.878760,1,,0,2,,
B04873P,,Simpang Jln. Radius Halim,,-6.245170,106.892280,1,,0,2,,
B04875P,,Simpang Jln. Rawa Buaya,,-6.160511,106.727570,1,,0,2,,
B04876P,,Simpang Jln. Sadar Raya BBD,,-6.339461,106.813330,1,,0,2,,
B04877P,,Simpang Jln. Salam IV,,-6.203626,106.778980,1,,0,2,,
B04878P,,Simpang Jln. Tarian Raya Barat,,-6.170599,106.909900,1,,0,2,,
B04879P,,Simpang Jambore Lapangan Tembak,,-6.352488,106.887890,1,,0,2,,
B04880P,,Simpang Jatinegara Timur IV,,-6.222277,106.868380,1,,0,2,,
B04881P,,Simpang Jelambar Barat Utama I,,-6.151226,106.784040,1,,0,2,,
B04883P,,Simpang Jembatan Lima,,-6.142897,106.806680,1,,0,2,,
B04884P,,Simpang Jengkol Joglo 1,,-6.219014,106.729850,1,,0,2,,
B04885P,,Simpang Jengkol Joglo 2,,-6.218995,106.729690,1,,0,2,,
B04887P,,Simpang Kali Besar Barat,,-6.136879,106.812169,1,,0,2,,
B04888P,,Simpang Kali Caglak,,-6.351441,106.878440,1,,0,2,,
B04889P,,Simpang Kaliabang Rorotan 1,,-6.154064,106.971070,1,,0,2,,
B04890P,,Simpang Kaliabang Rorotan 2,,-6.153794,106.971150,1,,0,2,,
B04891P,,Simpang Kalimalang,,-6.245523,106.905070,1,,0,2,,
B04892P,,Simpang Kalimalang Pahlawan Revolusi,,-6.245736,106.905690,1,,0,2,,
B04893P,,Simpang Kalisari II,,-6.335786,106.853700,1,,0,2,,
B04894P,,Simpang Kalisari Raya Lapan,,-6.339969,106.864030,1,,0,2,,
B04896P,,Simpang Kampung Baru Assirat,,-6.225618,106.771940,1,,0,2,,
B04897P,,Simpang Kampung Jembatan 1,,-6.208642,106.935760,1,,0,2,,
B04898P,,Simpang Kampung Jembatan 2,,-6.208426,106.935760,1,,0,2,,
B04899P,,Simpang Kampung Kandang 1,,-6.310796,106.813020,1,,0,2,,
B04900P,,Simpang Kampung Kandang 2,,-6.310755,106.813180,1,,0,2,,
B04904P,,Simpang Karang Tengah,,-6.310364,106.780980,1,,0,2,,
B04905P,,Simpang Karang Tengah 1,,-6.310523,106.781310,1,,0,2,,
B04906P,,Simpang Karang Tengah Gunung Balong,,-6.303402,106.781440,1,,0,2,,
B04907P,,Simpang Kawi Raya,,-6.209476,106.833220,1,,0,2,,
B04908P,,Simpang Kayu Jati V Pemuda,,-6.192962,106.886210,1,,0,2,,
B04909P,,Simpang Kebantenan IX,,-6.108573,106.932600,1,,0,2,,
B04910P,,Simpang Kebantenan VIII,,-6.109712,106.930300,1,,0,2,,
B04911P,,Simpang Kb. Baru 1,,-6.114963,106.924130,1,,0,2,,
B04912P,,Simpang Kb. Baru 2,,-6.114919,106.924060,1,,0,2,,
B04914P,,Simpang Kejaksaan H. Muchtar Raya,,-6.225361,106.737830,1,,0,2,,
B04915P,,Simpang Kelapa Cengkir Flamboyan,,-6.169191,106.907360,1,,0,2,,
B04916P,,Simpang Kelapa Cengkir Raya,,-6.167577,106.904780,1,,0,2,,
B04917P,,Simpang Kelapa Cengkir Raya 2,,-6.167386,106.904890,1,,0,2,,
B04918P,,Simpang Kelapa Cengkir Raya 3,,-6.167429,106.905020,1,,0,2,,
B04919P,,Simpang Kelapa Dua H. Kelik,,-6.208532,106.769180,1,,0,2,,
B04920P,,Simpang Kelapa Nias Pegangsaan,,-6.154678,106.915920,1,,0,2,,
B04921P,,Simpang Kelapa Peon,,-6.317779,106.824860,1,,0,2,,
B04922P,,Simpang Kemang 1,,-6.258030,106.815040,1,,0,2,,
B04924P,,Simpang Kemang Selatan 1,,-6.274242,106.820660,1,,0,2,,
B07483P,,Sbr. Jln. Bangka VII,,-6.249515,106.814652,1,,0,2,,
B04926P,,Simpang Kemang Timur Utara,,-6.258729,106.823110,1,,0,2,,
B04927P,,Simpang Kemang Utara IX,,-6.257808,106.824440,1,,0,2,,
B04928P,,Simpang Kemang Utara Timur,,-6.258318,106.823100,1,,0,2,,
B04929P,,Simpang Kemanggisan Ilir III,,-6.193282,106.785450,1,,0,2,,
B04931P,,Simpang Kembangan Raya 1,,-6.176261,106.747950,1,,0,2,,
B04932P,,Simpang Kembangan Raya 2,,-6.176148,106.747940,1,,0,2,,
B04934P,,Simpang Kembangan Utara Bojong Raya,,-6.171175,106.733110,1,,0,2,,
B04935P,,Simpang Kemuning Kamboja,,-6.177041,106.801340,1,,0,2,,
B04936P,,Simpang Kepu Arteri Kelapa Gading,,-6.177303,106.912530,1,,0,2,,
B04937P,,Simpang Kepu Kesadaran,,-6.181283,106.914610,1,,0,2,,
B04939P,,Simpang Kesemek 1,,-6.113408,106.920890,1,,0,2,,
B04940P,,Simpang Kesemek 2,,-6.113324,106.920850,1,,0,2,,
B04942P,,Simpang KH Abdulloh Karang Tengah 1,,-6.147051,106.971880,1,,0,2,,
B04943P,,Simpang KH Abdulloh Karang Tengah 2,,-6.146607,106.971880,1,,0,2,,
B04944P,,Simpang KH Hasyim Cideng Barat,,-6.166007,106.810330,1,,0,2,,
B04945P,,Simpang KH Taisir Rawa Belong 2,,-6.200810,106.787760,1,,0,2,,
B04946P,,Simpang Kirai Jln. Damai V,,-6.259705,106.802300,1,,0,2,,
B04947P,,Simpang Kodam Bintaro Permai,,-6.259127,106.759740,1,,0,2,,
B04948P,,Simpang Kompas Damai Raya,,-6.248504,106.756590,1,,0,2,,
B04949P,,Simpang Kopi Bandengan Selatan,,-6.135839,106.806890,1,,0,2,,
B04950P,,Simpang Kopi Kali Besar Barat,,-6.134507,106.811060,1,,0,2,,
B04951P,,Simpang Kopi Roa Malaka,,-6.134185,106.809860,1,,0,2,,
B04952P,,Simpang Kota Bambu Utara I,,-6.186126,106.808660,1,,0,2,,
B04953P,,Simpang Kramat Barat H. Ali,,-6.291904,106.866050,1,,0,2,,
B04955P,,Simpang Kramat Jaya Baru,,-6.185568,106.852390,1,,0,2,,
B04728P,,Simpang Blok A,,-6.187214,106.816110,1,,0,2,,
B04957P,,Simpang Kramat Jaya Baru 2,,-6.184120,106.852580,1,,0,2,,
B04958P,,Simpang Kramat Jaya Baru 3,,-6.184227,106.853780,1,,0,2,,
B04959P,,Simpang Kramat Jaya Baru 4,,-6.184193,106.853970,1,,0,2,,
B04886P,,Simpang JORR,,-6.183114,106.938450,1,,0,2,,
B04933P,,Simpang Kembangan Selatan,,-6.184495,106.729670,1,,0,2,,
B04902P,,Simpang Kapuk Cengkareng,,-6.134300,106.730510,1,,0,2,,
B04960P,,Simpang Kramat Jaya Dukuh,,-6.112507,106.917110,1,,0,2,,
B04961P,,Simpang Kramat Jaya Waru,,-6.118637,106.916820,1,,0,2,,
B04962P,,Simpang Kunir Kemukus,,-6.133731,106.814750,1,,0,2,,
B04963P,,Simpang Labu Cemara,,-6.116082,106.915030,1,,0,2,,
B04964P,,Simpang Lagoa Ciampea,,-6.108978,106.907700,1,,0,2,,
E00226,,Taman Sari Akses A,,-6.148846,106.816320,0,,2,0,H00133P,
B04966P,,Simpang Lapan Madrasah 2,,-6.341683,106.863170,1,,0,2,,
B04967P,,Simpang Lapangan Tembak Jambore,,-6.352503,106.887950,1,,0,2,,
B04968P,,Simpang Lapangan Tembak Raya Bogor,,-6.343672,106.869170,1,,0,2,,
B01208P,,Jln. Karet Pasar Baru Timur II,,-6.203949,106.816360,1,,0,2,,
B04972P,,Simpang Lima Semper,,-6.128516,106.917560,1,,0,2,,
B04973P,,Simpang Lima Senen,,-6.179154,106.842410,1,,0,2,,
B04974P,,Simpang Lima Wahid Hasyim,,-6.187272,106.829610,1,,0,2,,
B04975P,,Simpang Lingkar Duren Sawit,,-6.220922,106.915610,1,,0,2,,
B04976P,,Simpang Mabes Hankam,,-6.304878,106.886460,1,,0,2,,
B04977P,,Simpang Mabes Hankam Raya Ceger,,-6.306299,106.888550,1,,0,2,,
B04978P,,Simpang Madrasah I Panjang Arteri,,-6.215609,106.774440,1,,0,2,,
B04979P,,Simpang Mahoni Cempaka,,-6.115972,106.913350,1,,0,2,,
E00468,,Widya Chandra Arah Barat Akses B,,-6.227252,106.817402,2,,2,2,H00137S,
B04981P,,Simpang Malaka Raya Cilangkap,,-6.337223,106.897820,1,,0,2,,
B04982P,,Simpang Mandala Dwikora,,-6.245022,106.892200,1,,0,2,,
B04983P,,Simpang Mandala Maphalindo,,-6.249189,106.891080,1,,0,2,,
B04984P,,Simpang Mandala Raya Selatan,,-6.175729,106.798870,1,,0,2,,
B04985P,,Simpang Mandala Selatan Raya,,-6.175717,106.799090,1,,0,2,,
B04986P,,Simpang Mandala Selatan Timur,,-6.171990,106.800980,1,,0,2,,
B04989P,,Simpang Mandara Permai 1,,-6.116358,106.756720,1,,0,2,,
B04990P,,Simpang Mandara Permai 2,,-6.116512,106.756220,1,,0,2,,
B04991P,,Simpang Mangga Besar VIII,,-6.150015,106.825620,1,,0,2,,
B04992P,,Simpang Mangga Besar XI,,-6.148616,106.825540,1,,0,2,,
B04993P,,Simpang Mangga Semangka,,-6.115742,106.910880,1,,0,2,,
