stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,wheelchair_boarding,parent_station,platform_code
B02402P,,Megatama,,-6.247300,106.910490,1,,0,2,,
B02404P,,Melati Mas Residence 1,,-6.271343,106.655490,1,,0,2,,
B02405P,,Melati Mas Residence 2,,-6.271291,106.655630,1,,0,2,,
B02406P,,Melawai Plaza,,-6.245853,106.802850,1,,0,2,,
B02408P,,Menara Astra,,-6.207361,106.821900,1,,0,2,,
B02409P,,Menara Bidakara,,-6.242012,106.840640,1,,0,2,,
B02410P,,Menara Cardig,,-6.251608,106.880400,1,,0,2,,
B02411P,,Menara Duta,,-6.208617,106.829860,1,,0,2,,
B02412P,,Menara Karya,,-6.232869,106.831670,1,,0,2,,
B02413P,,Menara Kelapa Gading,,-6.168901,106.915910,1,,0,2,,
B02414P,,Menara Mandiri,,-6.223667,106.807100,1,,0,2,,
B02416P,,Menara Mulia,,-6.225452,106.816780,1,,0,2,,
B02417P,,Menara Pejompongan,,-6.203753,106.802240,1,,0,2,,
B02420P,,Menara Thamrin,,-6.185275,106.822910,1,,0,2,,
B02422P,,Menteng 1,,-6.198510,106.828350,1,,0,2,,
B02423P,,Menteng 2,,-6.198706,106.828430,1,,0,2,,
B02426P,,Merpati,,-6.232175,106.844960,1,,0,2,,
B02427P,,Meruya Taman Aries,,-6.191670,106.745360,1,,0,2,,
B02428P,,Mesindo Tekninesia,,-6.153416,106.955390,1,,0,2,,
B02429P,,Mesjid Nurul Huda Kebagusan,,-6.314214,106.825360,1,,0,2,,
B02425P,,Sbr. Kanisius,,-6.185519,106.835860,1,,0,2,,
B02393P,,MBAU,,-6.245829,106.842800,1,,0,2,,
B02430P,,Mess Perwira Cendrawasih,,-6.252291,106.884030,1,,0,2,,
B02431P,,Mess Polwan Esthi Bhakti Warapsari,,-6.206804,106.810260,1,,0,2,,
B02432P,,Mess Wirayudha 1,,-6.241569,106.880410,1,,0,2,,
B02433P,,Mess Wirayudha 2,,-6.242076,106.880720,1,,0,2,,
B02434P,,Metric PIK,,-6.114346,106.755270,1,,0,2,,
B02435P,,Metro Pondok Indah,,-6.265966,106.783470,1,,0,2,,
B03495P,,Sbr. Gandaria Jln. Jatayu,,-6.246698,106.789714,1,,0,2,,
B02437P,,MGK Kemayoran,,-6.153437,106.847530,1,,0,2,,
B02438P,,MI Al Ihsan Batu Ampar,,-6.272358,106.865110,1,,0,2,,
B02439P,,MI Arruhaniyah Rorotan,,-6.135438,106.967440,1,,0,2,,
B02440P,,MI Attarbiyatuddiniyah,,-6.358236,106.874130,1,,0,2,,
B02441P,,MI Imadun Najah Rorotan,,-6.149081,106.955820,1,,0,2,,
B02443P,,Midi Utama Cililitan 1,,-6.264014,106.869290,1,,0,2,,
B02444P,,Midi Utama Cililitan 2,,-6.264028,106.869620,1,,0,2,,
B02445P,,Midi Utama Condet Raya,,-6.275675,106.855960,1,,0,2,,
B02446P,,Midi Utama Danau Indah,,-6.150877,106.879610,1,,0,2,,
B02447P,,Midi Utama Green Ville,,-6.172228,106.776850,1,,0,2,,
B02448P,,Midi Utama H. Lebar 1,,-6.200200,106.731960,1,,0,2,,
B02449P,,Midi Utama H. Lebar 2,,-6.200321,106.731810,1,,0,2,,
B02450P,,Midi Utama Meruya Selatan 1,,-6.212562,106.737720,1,,0,2,,
B02451P,,Midi Utama Meruya Selatan 2,,-6.212464,106.737670,1,,0,2,,
B02452P,,Midi Utama Rorotan,,-6.144886,106.956260,1,,0,2,,
B02453P,,MIN 20 Jakarta,,-6.122697,106.957230,1,,0,2,,
B02454P,,MIN 8 Srengseng Sawah,,-6.335943,106.826280,1,,0,2,,
B02455P,,Minagapura,,-6.214979,106.734500,1,,0,2,,
B02456P,,Minangkabau,,-6.214104,106.843410,1,,0,2,,
B02457P,,Minimarket Benda Raya 1,,-6.104146,106.709140,1,,0,2,,
B02458P,,Minimarket Benda Raya 2,,-6.104250,106.708620,1,,0,2,,
B02460P,,Minimarket Kemanggisan 1,,-6.193882,106.786310,1,,0,2,,
B02461P,,Minimarket Kemanggisan 2,,-6.193859,106.786380,1,,0,2,,
B02462P,,Minimarket Pondok Kelapa,,-6.228617,106.935390,1,,0,2,,
B02463P,,Minimarket Pondok Kopi,,-6.218369,106.939560,1,,0,2,,
B02464P,,Minimarket Rorotan 2,,-6.141598,106.956070,1,,0,2,,
B02465P,,Minimarket Sunter Jaya 2,,-6.154491,106.861680,1,,0,2,,
B02466P,,Minimarket Warakas 3,,-6.119336,106.877200,1,,0,2,,
B02467P,,Mitra 10 Meruya Ilir,,-6.196032,106.756050,1,,0,2,,
B02468P,,Mitra Gading Villa,,-6.144694,106.903750,1,,0,2,,
B02469P,,Mitra Sunter,,-6.149995,106.886480,1,,0,2,,
B04969P,,Simpang Latumeten,,-6.162982,106.790240,1,,0,2,,
B02471P,,MNC Studios,,-6.190376,106.766250,1,,0,2,,
B02472P,,Moch Yusuf Raya 1,,-6.379631,106.840940,1,,0,2,,
B02473P,,Moch Yusuf Raya 2,,-6.379677,106.841520,1,,0,2,,
B02474P,,MOI Kelapa Gading,,-6.150820,106.889040,1,,0,2,,
B02475P,,Monas 1,,-6.172531,106.823150,1,,0,2,,
B02478P,,Monumen Pancasila Sakti,,-6.284861,106.904560,1,,0,2,,
B02479P,,Monumen Pancasila Sakti 2,,-6.286381,106.905060,1,,0,2,,
B02482P,,MTsN 19,,-6.304793,106.801700,1,,0,2,,
B02483P,,MTsN 20 Jakarta,,-6.205197,106.959830,1,,0,2,,
B02484P,,MTsN 3 Jakarta,,-6.282959,106.771810,1,,0,2,,
B02485P,,MTsN 37,,-6.097910,106.702370,1,,0,2,,
B02486P,,MTsN 38,,-6.158498,106.957210,1,,0,2,,
B02487P,,MTsN 4 Jakarta,,-6.344640,106.826130,1,,0,2,,
B02488P,,MTsN 5,,-6.103478,106.939160,1,,0,2,,
B02489P,,Muara Angke,,-6.110009,106.774710,1,,0,2,,
B02490P,,Muara Dalam,,-6.304439,106.850880,1,,0,2,,
B02491P,,Muara Jaya Cipinang Muara III,,-6.218829,106.892410,1,,0,2,,
B02492P,,Muara Karang Raya,,-6.116812,106.780160,1,,0,2,,
B02494P,,Multivision Tower,,-6.212282,106.832920,1,,0,2,,
B02495P,,Munggang 1,,-6.276272,106.852990,1,,0,2,,
B02496P,,Munggang 2,,-6.276306,106.852910,1,,0,2,,
B02497P,,Museum Bahari 1,,-6.127695,106.808450,1,,0,2,,
B02499P,,Museum Bank Indonesia,,-6.137242,106.813320,1,,0,2,,
B02503P,,Museum Proklamasi,,-6.200007,106.831130,1,,0,2,,
B02504P,,Museum Satria Mandala,,-6.230525,106.819630,1,,0,2,,
B02505P,,Museum Textile,,-6.188656,106.809540,1,,0,2,,
B02506P,,Mushola Al Achyar Cipete,,-6.262158,106.804150,1,,0,2,,
B02508P,,Mushola Al Hidayah Batu Ampar,,-6.274675,106.860590,1,,0,2,,
B02509P,,Mushola Al Hidayah Bukit Duri,,-6.222424,106.855220,1,,0,2,,
B02510P,,Mushola Al Jihad Perintis Kemerdekaan,,-6.173541,106.891710,1,,0,2,,
B02511P,,Mushola Al Mubarok,,-6.239180,106.752540,1,,0,2,,
B02512P,,Mushola Al Muhajirin Cibubur,,-6.360526,106.875350,1,,0,2,,
B02513P,,Mushola Almujtahida Rorotan,,-6.146070,106.956480,1,,0,2,,
B02514P,,Mushola As Salam Batu Ampar,,-6.271313,106.860330,1,,0,2,,
B02515P,,Mushola At Taufiq,,-6.261415,106.867040,1,,0,2,,
B02516P,,Mushola Baitul Qorib,,-6.153817,106.807990,1,,0,2,,
B02517P,,Mushola Nurul Huda Petukangan,,-6.247018,106.751850,1,,0,2,,
B02476P,,Monas 2,,-6.175999,106.823110,1,,0,2,,
B02477P,,Monas 3,,-6.178787,106.823040,1,,0,2,,
B02518P,,Musholla Al Mukhlisin 1,,-6.127835,106.917900,1,,0,2,,
B02519P,,Musholla Al Mukhlisin 2,,-6.127774,106.917990,1,,0,2,,
B02520P,,Musholla Darussalam 1,,-6.292685,106.900810,1,,0,2,,
B02521P,,Musholla Darussalam 2,,-6.292949,106.900790,1,,0,2,,
B02522P,,Musholla Guru Saenan,,-6.221910,106.904690,1,,0,2,,
H00138S,,Kali Grogol Arah Utara,,-6.161060,106.790400,2,,1,2,,
B02524P,,Musholla Nurul Hikmah Bulak Ringin,,-6.353984,106.873660,1,,0,2,,
B02525P,,Mutiara Pulo Dukuh,,-6.302629,106.877810,1,,0,2,,
B02527P,,Nabawi Islamic School,,-6.205542,106.890080,1,,0,2,,
B02528P,,Naga Ciracas,,-6.331233,106.867250,1,,0,2,,
B02529P,,Naga Jatiwaringin,,-6.248395,106.907840,1,,0,2,,
B02530P,,Naga Raya Duren Sawit,,-6.224769,106.911460,1,,0,2,,
B02532P,,Nifarro Park,,-6.263007,106.843320,1,,0,2,,
B02533P,,Nizamia Andalusia,,-6.307781,106.897700,1,,0,2,,
B02534P,,Nurul Fikri Buaran,,-6.220706,106.917980,1,,0,2,,
B02535P,,Nusantara,,-6.227142,106.881360,1,,0,2,,
B02536P,,Olieku Jln. Aries Permai,,-6.197188,106.748190,1,,0,2,,
B02538P,,One Belpark 1,,-6.304695,106.794450,1,,0,2,,
B02539P,,One Belpark 2,,-6.303784,106.794450,1,,0,2,,
B02540P,,One Park Residences,,-6.245436,106.788440,1,,0,2,,
B02541P,,Otorita Asahan,,-6.223991,106.815900,1,,0,2,,
B02542P,,Pabrik Plastik Sawah Mede,,-6.096407,106.710660,1,,0,2,,
B02543P,,Pacuan Kuda Pulo Mas 1,,-6.179212,106.887190,1,,0,2,,
B02544P,,Pacuan Kuda Pulo Mas 2,,-6.179981,106.887360,1,,0,2,,
B02545P,,Padang Golf Halim 1,,-6.281821,106.891260,1,,0,2,,
B02546P,,Padang Golf Halim 2,,-6.281522,106.891310,1,,0,2,,
B02547P,,Pademangan WTC Mangga Dua,,-6.133347,106.831470,1,,0,2,,
B02548P,,Pajak Dan Retribusi Cakung,,-6.205256,106.931200,1,,0,2,,
B02549P,,Pajak Dan Retribusi Duren Sawit,,-6.230968,106.897670,1,,0,2,,
B02550P,,Pajak Dan Retribusi Grogol Petamburan,,-6.176435,106.797600,1,,0,2,,
B02551P,,Pakualam,,-6.232864,106.642620,1,,0,2,,
B02553P,,Pal Batu 1,,-6.224652,106.847310,1,,0,2,,
B02554P,,Pal Batu 2,,-6.224559,106.844600,1,,0,2,,
B02556P,,Palem Semi 1,,-6.218812,106.618070,1,,0,2,,
B02557P,,Palem Semi 2,,-6.220361,106.616490,1,,0,2,,
B02558P,,Pam Jaya DKI,,-6.203455,106.807940,1,,0,2,,
B02560P,,Pancoran Barat 1,,-6.241969,106.837910,1,,0,2,,
B02561P,,Pancoran Barat 2,,-6.241462,106.838080,1,,0,2,,
B02563P,,Pancoran Tugu 2,,-6.242943,106.844400,1,,0,2,,
B02564P,,Pangeran Jayakarta 1,,-6.137775,106.817660,1,,0,2,,
B02565P,,Pangeran Jayakarta 2,,-6.137528,106.817570,1,,0,2,,
B02566P,,Pangkalan Jati,,-6.247620,106.907550,1,,0,2,,
B02567P,,Pangkalan Jati 1,,-6.246775,106.908270,1,,0,2,,
B02568P,,Pangkalan Jati 2,,-6.247263,106.907770,1,,0,2,,
B02569P,,Pangkalan Keramat Semanan Raya,,-6.161376,106.705090,1,,0,2,,
B02572P,,Pansoshan Anak Putra Utama I,,-6.237027,106.918430,1,,0,2,,
B02573P,,Panti Asuhan Anak Putra Utama 1,,-6.219328,106.904990,1,,0,2,,
B02574P,,Panti Asuhan Putera Mulia,,-6.188966,106.888410,1,,0,2,,
B02576P,,Panti Sosial Bina Laras,,-6.319460,106.890130,1,,0,2,,
B02577P,,Panti Sosial Bina Laras 1,,-6.146185,106.718080,1,,0,2,,
B02578P,,Ps. Anyar Bahari,,-6.114292,106.879400,1,,0,2,,
B02579P,,Ps. Asem Reges,,-6.158120,106.827180,1,,0,2,,
B02580P,,Ps. Asemka,,-6.140507,106.811490,1,,0,2,,
B02581P,,Pasar Baru Gedung Kesenian Jakarta,,-6.166751,106.835240,1,,0,2,,
B02582P,,Pasar Baru Timur 1,,-6.162185,106.837980,1,,0,2,,
B02583P,,Ps. Bebek Marunda 1,,-6.110577,106.948040,1,,0,2,,
B02584P,,Ps. Bebek Marunda 2,,-6.111296,106.948010,1,,0,2,,
B02585P,,Ps. Benda,,-6.228043,106.915750,1,,0,2,,
B02586P,,Ps. Bintang Mas,,-6.207614,106.790250,1,,0,2,,
B02587P,,Ps. Bintang Mas 1,,-6.206829,106.790520,1,,0,2,,
B02589P,,Ps. BKT Rorotan IX,,-6.154535,106.969580,1,,0,2,,
B02591P,,Ps. Bukit Duri,,-6.217864,106.853940,1,,0,2,,
B02592P,,Ps. Bulak,,-6.214910,106.903980,1,,0,2,,
B02593P,,Ps. Bulog,,-6.189316,106.878310,1,,0,2,,
B02594P,,Ps. Cempaka Putih 1,,-6.172533,106.862440,1,,0,2,,
B02595P,,Ps. Cibubur,,-6.345631,106.872290,1,,0,2,,
B02596P,,Ps. Cipinang Kebembem,,-6.211809,106.886920,1,,0,2,,
B02597P,,Ps. Ciplak,,-6.239740,106.880020,1,,0,2,,
G00439,,Kali Grogol Arah Utara,,-6.161060,106.790400,2,,0,2,H00138S,A-B-C
B02599P,,Ps. Cipulir,,-6.237895,106.765230,1,,0,2,,
B02600P,,Ps. Ciputat,,-6.315627,106.746880,1,,0,2,,
B02601P,,Ps. Deprok,,-6.218279,106.894550,1,,0,2,,
B02602P,,Ps. Duta Mas,,-6.150642,106.781090,1,,0,2,,
B02603P,,Ps. Enjo 1,,-6.215023,106.877790,1,,0,2,,
B02604P,,Ps. Enjo 2,,-6.214775,106.877850,1,,0,2,,
B02607P,,Ps. Gantung,,-6.176880,106.806150,1,,0,2,,
B02526P,,Mutiara Taman Palem,,-6.136859,106.731360,1,,0,2,,
B02559P,,Pancoran 1,,-6.246552,106.842910,1,,0,2,,
B02608P,,Ps. Gardu,,-6.289962,106.893170,1,,0,2,,
B02609P,,Ps. Gembrong Baru,,-6.179762,106.860750,1,,0,2,,
B02611P,,Ps. Hari Hari Kalideres,,-6.148242,106.702710,1,,0,2,,
B02612P,,Ps. Hek 1,,-6.286298,106.870830,1,,0,2,,
B02613P,,Ps. Hek 2,,-6.286261,106.870940,1,,0,2,,
B02614P,,Ps. Hipli Semanan,,-6.156838,106.706330,1,,0,2,,
B02615P,,Ps. Inpres Cipinang Besar,,-6.226450,106.880780,1,,0,2,,
B02616P,,Ps. Inpres Kebayoran,,-6.235633,106.784450,1,,0,2,,
B02617P,,Ps. Jelambar Polri,,-6.160652,106.778910,1,,0,2,,
H00197S,,Kali Grogol Arah Selatan,,-6.160376,106.790970,2,,1,2,,
B02620P,,Ps. Jongkok,,-6.108844,106.934420,1,,0,2,,
B02621P,,Ps. Kaget Pengadegan,,-6.249871,106.856590,1,,0,2,,
B02622P,,Ps. Kam 1,,-6.231702,106.874200,1,,0,2,,
B02623P,,Ps. Kam 2,,-6.231603,106.874020,1,,0,2,,
B02624P,,Ps. Kamal,,-6.104484,106.707060,1,,0,2,,
B02626P,,Ps. Kb. Pisang,,-6.152506,106.780670,1,,0,2,,
B02627P,,Ps. Kemayoran,,-6.161032,106.854900,1,,0,2,,
B02628P,,Ps. Kembang Kb. Jeruk,,-6.206053,106.783090,1,,0,2,,
B02629P,,Ps. Kemiri 1,,-6.164976,106.749280,1,,0,2,,
B02630P,,Ps. Kemiri 2,,-6.164851,106.749340,1,,0,2,,
B02632P,,Ps. Kitara Baru,,-6.155275,106.858490,1,,0,2,,
B02633P,,Ps. Klender,,-6.212603,106.901141,1,,0,2,,
B02635P,,Ps. Kopro,,-6.176185,106.783640,1,,0,2,,
B02636P,,Ps. Kopro 2,,-6.177343,106.783690,1,,0,2,,
B02637P,,Ps. Kramat Jati 1,,-6.269058,106.866910,1,,0,2,,
B02638P,,Ps. Kramat Jati 2,,-6.269037,106.866640,1,,0,2,,
B02639P,,Ps. Lenteng Agung,,-6.331072,106.832860,1,,0,2,,
B02640P,,Ps. Lokbin Muria,,-6.220614,106.838270,1,,0,2,,
B02642P,,Ps. Malaka Rorotan,,-6.139980,106.954930,1,,0,2,,
B02643P,,Ps. Mandiri Kelapa Gading,,-6.160819,106.908620,1,,0,2,,
B02644P,,Ps. Mede,,-6.286739,106.795530,1,,0,2,,
B02645P,,Ps. Menteng Pulo,,-6.221436,106.845290,1,,0,2,,
B02647P,,Pasar Minggu,,-6.284413,106.844140,1,,0,2,,
B02648P,,Ps. Mini Halim,,-6.251402,106.888120,1,,0,2,,
B02649P,,Ps. Mitra,,-6.145437,106.806950,1,,0,2,,
B02562P,,Pancoran Soepomo,,-6.241757,106.844289,1,,0,2,,
B02650P,,Ps. Muara Karang,,-6.116367,106.778240,1,,0,2,,
B02652P,,Ps. Pagi Kayu Putih Selatan,,-6.187645,106.897100,1,,0,2,,
B02653P,,Ps. Pagi Mangga Dua,,-6.136636,106.821820,1,,0,2,,
G00440,,Kali Grogol Arah Selatan,,-6.160376,106.790970,2,,0,2,H00197S,
B02656P,,Ps. Palmerah 2,,-6.207194,106.796240,1,,0,2,,
B02657P,,Ps. Patra,,-6.182096,106.780020,1,,0,2,,
B02659P,,Ps. Pejagalan,,-6.137452,106.807280,1,,0,2,,
B02660P,,Ps. Pengampuan,,-6.199338,106.760940,1,,0,2,,
B02661P,,Ps. Pesanggrahan 2,,-6.251811,106.756310,1,,0,2,,
E00444,,Tanjung Duren Arah Barat Akses B,,-6.176256,106.792170,0,,2,0,H00210S,
B02663P,,Ps. Pisang Rawa Buaya,,-6.156887,106.727830,1,,0,2,,
B02664P,,Ps. Poncol,,-6.174945,106.845570,1,,0,2,,
B02665P,,Ps. Pondok Bambu 1,,-6.238102,106.902430,1,,0,2,,
B02666P,,Ps. Pondok Bambu 2,,-6.238170,106.902560,1,,0,2,,
B02667P,,Ps. Pondok Gede,,-6.285665,106.911580,1,,0,2,,
B02668P,,Ps. Pondok Labu,,-6.312034,106.794090,1,,0,2,,
B02669P,,Ps. Pos Pengumben,,-6.217800,106.769690,1,,0,2,,
B02670P,,Ps. Pulo Gadung 1,,-6.187336,106.905970,1,,0,2,,
B02671P,,Ps. Pulo Gadung 2,,-6.187510,106.905890,1,,0,2,,
B02672P,,Ps. Pulo Gadung 3,,-6.186328,106.905680,1,,0,2,,
B02673P,,Ps. Pulo Gadung 4,,-6.186369,106.905720,1,,0,2,,
B02674P,,Ps. Puri,,-6.184311,106.753710,1,,0,2,,
B02676P,,Ps. Rawasari,,-6.185624,106.871780,1,,0,2,,
B02678P,,Ps. Santa,,-6.238971,106.812600,1,,0,2,,
B02679P,,Ps. Sayur Cipulir,,-6.237807,106.767400,1,,0,2,,
B02680P,,Ps. Senen Jaya,,-6.177735,106.842160,1,,0,2,,
B03300P,,Saadatudarain,,-6.217713,106.792290,1,,0,2,,
H00089P,,Jembatan Tiga,,-6.133383,106.792670,2,,1,2,,
B02683P,,Ps. Sinar Lagoa 1,,-6.111659,106.907640,1,,0,2,,
B02684P,,Ps. Sinar Lagoa 2,,-6.111862,106.907670,1,,0,2,,
B02685P,,Ps. Slipi,,-6.190082,106.795640,1,,0,2,,
B02686P,,Ps. Sukapura,,-6.141104,106.921960,1,,0,2,,
B02687P,,Ps. Sumur Batu 1,,-6.164134,106.864860,1,,0,2,,
B02688P,,Ps. Sumur Batu 2,,-6.164781,106.864610,1,,0,2,,
B02689P,,Ps. Tebet Barat,,-6.239925,106.847750,1,,0,2,,
B02690P,,Ps. Tekstil Mangga Dua,,-6.135953,106.826350,1,,0,2,,
B02691P,,Ps. Timbul,,-6.172890,106.795380,1,,0,2,,
B02692P,,Ps. Tomas,,-6.179192,106.813060,1,,0,2,,
B02693P,,Ps. Ujung Menteng,,-6.190104,106.966930,1,,0,2,,
B02694P,,Ps. Ular Plumpang,,-6.130359,106.894530,1,,0,2,,
B02695P,,Ps. Warung Buncit,,-6.255166,106.824930,1,,0,2,,
B02696P,,Patal Senayan,,-6.218636,106.792270,1,,0,2,,
B02697P,,Patra Kuningan 1,,-6.233264,106.831800,1,,0,2,,
B02698P,,PAUD Bintang Pondok Bambu,,-6.245360,106.905750,1,,0,2,,
B02699P,,PAUD Tunas Bahari,,-6.237005,106.915050,1,,0,2,,
B02700P,,PD Pal Jaya,,-6.204776,106.830340,1,,0,2,,
B02701P,,Pecenongan 1,,-6.166950,106.825720,1,,0,2,,
B02702P,,Pecenongan 2,,-6.167856,106.827500,1,,0,2,,
B02704P,,Pedati,,-6.225717,106.874730,1,,0,2,,
B02705P,,Pedati 1,,-6.223885,106.874450,1,,0,2,,
B02706P,,Pedati 2,,-6.222237,106.874350,1,,0,2,,
B02707P,,Pedati Prumpung 1,,-6.219904,106.874210,1,,0,2,,
B02709P,,Pelabuhan Kali Adem,,-6.104615,106.770940,1,,0,2,,
B02710P,,Pelabuhan Sunda Kelapa,,-6.125917,106.810760,1,,0,2,,
B02711P,,Pemadam Ciracas,,-6.328502,106.879060,1,,0,2,,
B02712P,,Pemadam Grogol Utara,,-6.213835,106.777720,1,,0,2,,
B02713P,,Pemadam Jagakarsa,,-6.315585,106.811660,1,,0,2,,
B02714P,,Pemadam Jakpus,,-6.161338,106.808890,1,,0,2,,
B02715P,,Pemadam Kelapa Gading,,-6.176102,106.904230,1,,0,2,,
G00445,,Jembatan Tiga Arah Utara,,-6.133383,106.792670,2,,0,2,H00089P,A-B-C
B02662P,,Ps. Pisang,,-6.207851,106.792780,1,,0,2,,
B02719P,,Pemadam Sektor V Cempaka Putih,,-6.174170,106.860250,1,,0,2,,
B02720P,,Pemadam Tj. Duren,,-6.173710,106.787930,1,,0,2,,
B02721P,,Pemakaman Kramat Mengkok,,-6.139148,106.922060,1,,0,2,,
B02725P,,Pengadegan Barat II,,-6.249435,106.851480,1,,0,2,,
B02726P,,Pengadegan Barat III,,-6.250035,106.852960,1,,0,2,,
B02727P,,Pengadegan Barat VI,,-6.250117,106.853970,1,,0,2,,
B02728P,,Pengadegan Barat VII,,-6.250143,106.854230,1,,0,2,,
B02731P,,Pengadilan Agama 1A Jaktim,,-6.340105,106.877460,1,,0,2,,
B02732P,,Pengadilan Negeri Jaksel 1,,-6.281672,106.819490,1,,0,2,,
B02733P,,Pengadilan Negeri Jaksel 2,,-6.280584,106.819820,1,,0,2,,
B02734P,,Pengadilan Negeri Jakut,,-6.126807,106.856540,1,,0,2,,
B02735P,,Pengayoman,,-6.175358,106.648010,1,,0,2,,
G00444,,Jembatan Dua,,-6.143280,106.793491,2,,0,2,H00086P,D-E-F
B02737P,,Perempatan Cempaka Putih Barat XXVI,,-6.176166,106.864020,1,,0,2,,
B02738P,,Perempatan Cempaka Putih Timur,,-6.176506,106.873200,1,,0,2,,
G00443,,Jembatan Dua,,-6.143280,106.793546,2,,0,2,H00086P,A-B-C
B02740P,,Perempatan Warakas Gg 13,,-6.123253,106.876230,1,,0,2,,
B02741P,,Perguruan Advent VII Rawamangun,,-6.198145,106.888120,1,,0,2,,
B02730P,,Pengadegan Selatan III,,-6.250816,106.854478,1,,0,2,,
B02708P,,Jembatan Pejambon,,-6.175454,106.832690,1,,0,2,,
B02743P,,Perlintasan Bintaro Puspita 1,,-6.264875,106.756900,1,,0,2,,
B02744P,,Perlintasan Bintaro Puspita 2,,-6.264838,106.756790,1,,0,2,,
B02745P,,Perlintasan KA Rajawali,,-6.147838,106.837290,1,,0,2,,
B02746P,,Perlintasan Kereta Api Kebayoran,,-6.240914,106.780980,1,,0,2,,
B02747P,,Permai Koja 1,,-6.113894,106.892870,1,,0,2,,
B02748P,,Permai Koja 2,,-6.113777,106.893260,1,,0,2,,
B02749P,,Permata Eksekutif 1,,-6.216906,106.765410,1,,0,2,,
B02750P,,Permata Eksekutif 2,,-6.216798,106.765240,1,,0,2,,
B02751P,,Permata Hijau 1,,-6.222570,106.790280,1,,0,2,,
B02752P,,Permata Hijau RS Medika 1,,-6.218855,106.778080,1,,0,2,,
B02753P,,Permata Hijau RS Medika 2,,-6.218114,106.777000,1,,0,2,,
B02754P,,Perpustakaan Dan Arsip Jakbar,,-6.173831,106.779310,1,,0,2,,
B02756P,,Perpustakaan Umum Daerah,,-6.222302,106.832610,1,,0,2,,
B02757P,,Persada Purnawira Halim,,-6.259498,106.885840,1,,0,2,,
B02758P,,Persahabatan,,-6.202220,106.885120,1,,0,2,,
B02760P,,Pertamina Kalideres Daan Mogot,,-6.155710,106.709270,1,,0,2,,
B02761P,,Pertamina Kilang Minyak,,-6.108789,106.905370,1,,0,2,,
B02762P,,Pertani,,-6.256308,106.843250,1,,0,2,,
B02763P,,Pertigaan Al Baidho 1,,-6.293971,106.904390,1,,0,2,,
B02765P,,Pertigaan Al-Baidho,,-6.295983,106.900000,1,,0,2,,
B02766P,,Pertigaan Bintaro Taman Barat,,-6.268807,106.753590,1,,0,2,,
B02767P,,Pertigaan Cedang 1,,-6.301603,106.912500,1,,0,2,,
B02768P,,Pertigaan Cedang 2,,-6.301587,106.912260,1,,0,2,,
B02769P,,Pertigaan Cedang 3,,-6.301885,106.912370,1,,0,2,,
B02770P,,Pertigaan Ceger,,-6.306265,106.888090,1,,0,2,,
B02771P,,Pertigaan Dewi Sartika,,-6.258864,106.864131,1,,0,2,,
B02772P,,Pertigaan Duren Tiga Raya,,-6.254221,106.827690,1,,0,2,,
B02773P,,Pertigaan H. Naim Cilandak Barat,,-6.287426,106.802330,1,,0,2,,
B02774P,,Pertigaan H. Sadjim 2,,-6.305402,106.910970,1,,0,2,,
B02775P,,Pertigaan H. Sadjim 3,,-6.305788,106.910870,1,,0,2,,
B02776P,,Pertigaan H. Sadjim I,,-6.305636,106.910910,1,,0,2,,
B02777P,,Pertigaan Jengki Raya,,-6.255038,106.879110,1,,0,2,,
B02778P,,Pertigaan Manunggal Al-Baidho,,-6.297607,106.896810,1,,0,2,,
B02779P,,Pertigaan Pagelarang 1,,-6.303704,106.917620,1,,0,2,,
B02780P,,Pertigaan Pagelarang 2,,-6.303794,106.917550,1,,0,2,,
B02782P,,Pertigaan Rukun Setu,,-6.307559,106.915620,1,,0,2,,
B02742P,,Perlintasan Bendi Utama,,-6.249439,106.774390,1,,0,2,,
B02759P,,Pertamina Bina Medika,,-6.253111,106.773890,1,,0,2,,
B02718P,,Pemadam Pos Tebet,,-6.240021,106.845470,1,,0,2,,
B02781P,,Pertigaan Pejaten Barat,,-6.275464,106.820660,1,,0,2,,
B02783P,,Pertigaan Setu Rukun,,-6.307545,106.915570,1,,0,2,,
B02784P,,Pertigaan Sunter Jaya V,,-6.158637,106.870190,1,,0,2,,
B02785P,,Pertigaan Usman Harun,,-6.254863,106.873580,1,,0,2,,
B02787P,,Perum Gading Kirana,,-6.145766,106.901470,1,,0,2,,
B02788P,,Perum Kedoya Garden,,-6.180600,106.750040,1,,0,2,,
B02789P,,Perum Mutiara Indah Rorotan,,-6.156135,106.962310,1,,0,2,,
B02790P,,Perum Pondok Kopi Indah,,-6.221281,106.941640,1,,0,2,,
B02791P,,Perum Pondok Kopi Indah 1,,-6.221642,106.941360,1,,0,2,,
B02792P,,Perum Pondok Kopi Indah 2,,-6.221702,106.941410,1,,0,2,,
B02793P,,Perum Qoriyah Toyibah,,-6.197989,106.758920,1,,0,2,,
B02794P,,Perum Rorotan Mas,,-6.157328,106.959090,1,,0,2,,
B02795P,,Perum Sunter Hijau,,-6.156617,106.878990,1,,0,2,,
B02796P,,Perum Taman Cipinang,,-6.215186,106.886830,1,,0,2,,
B02797P,,Perum Taman Kota 1,,-6.160629,106.756310,1,,0,2,,
B02798P,,Perum Taman Kota 2,,-6.160549,106.756150,1,,0,2,,
